gene	ensembl	gene_description	sample_1	sample_10	sample_11	sample_12	sample_13	sample_14	sample_15	sample_16	sample_17	sample_18	sample_19	sample_2	sample_20	sample_21	sample_22	sample_23	sample_24	sample_25	sample_26	sample_27	sample_28	sample_29	sample_3	sample_30	sample_31	sample_32	sample_33	sample_34	sample_35	sample_36	sample_37	sample_38	sample_39	sample_4	sample_40	sample_41	sample_42	sample_43	sample_44	sample_45	sample_46	sample_47	sample_48	sample_49	sample_5	sample_50	sample_53	sample_54	sample_55	sample_56	sample_57	sample_58	sample_59	sample_6	sample_7	sample_8	sample_9
PRSS3	ENSG00000010438	Serine protease 3	0.365	1.636		0.519		4.126	0.40700000000000003	1.045	0.44799999999999995	0.948		0.462	0.318	0.031	0.43799999999999994	1.791	1.601	0.951	5.632999999999999	0.217	0.24600000000000002		0.597	0.23199999999999998		0.36	0.629	0.214	0.205	31.956999999999997	2.839		0.248	0.384	0.059000000000000004	1.837	0.722		0.233	6.4079999999999995	6.131	0.115	0.06	0.9159999999999999	0.05		0.12300000000000001	1.499	0.35600000000000004	1.291	0.147	0.135	0.19899999999999998	0.826	0.13	0.035	0.156
C20orf85	ENSG00000124237	Chromosome 20 open reading frame 85	0.0	0.012	0.0	0.0	0.0	0.028999999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.585	0.40299999999999997	0.254	0.047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.1	0.0	0.0	0.0	0.0	0.0	0.022000000000000002	0.243	0.0	0.0	0.0	0.107	0.0	0.0	0.146	0.414			0.0	0.053		0.017	0.0	0.0	0.0			0.0
ARSH	ENSG00000205667	Arylsulfatase family member H	0.0	0.0	0.0	0.0	0.0	0.002	0.009000000000000001	0.0	0.0	0.001	0.01	0.002	0.003	0.0	0.002	0.009000000000000001		0.002	0.011000000000000001	0.003	0.0	0.0	0.004	0.003	0.0	0.003	0.006	0.0		0.055999999999999994	0.001	0.002	0.001	0.085	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.003	0.002	0.0	0.0		0.0		0.013999999999999999	0.0	0.001	0.0	0.0		0.0		
MED12L	ENSG00000144893	Mediator complex subunit 12 like	0.038	0.011000000000000001	0.094	0.29	0.10300000000000001	0.034	0.14	0.081	0.107	0.41600000000000004	0.109	0.059000000000000004	0.046	0.028999999999999998	0.31	0.044000000000000004	0.10400000000000001	0.034	0.057999999999999996	0.057999999999999996	0.042	0.028999999999999998	0.040999999999999995		0.009000000000000001	0.026000000000000002	0.031			0.055	0.11800000000000001	0.154	0.077	0.22899999999999998		0.071	1.7590000000000001	0.047	0.159	0.162		0.248	0.27699999999999997	0.134	0.065		0.035	0.09300000000000001	0.028999999999999998	0.043	0.12300000000000001		0.051	0.08900000000000001	0.1		0.046
FAM25C	ENSG00000276430	Family with sequence similarity 25 member C	0.0		0.0	0.0	0.0	0.01	0.0	0.0			0.0		0.0		0.0		0.015	0.0	0.022000000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.057999999999999996	0.0		0.02	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.0		0.0	0.0	0.0	0.015	0.0	0.006		0.012	0.0	0.0	0.0	0.003	0.008	0.0
NR2E1	ENSG00000112333	Nuclear receptor subfamily 2 group E member 1	0.0	0.0	0.0	0.0	0.018000000000000002	0.0	0.0	0.0	0.011000000000000001	0.0		0.0	0.0	0.009000000000000001		0.013000000000000001	0.002	0.0	0.02	0.0	0.0	0.0	0.0	0.045	0.011000000000000001	0.0	0.0	0.0		0.0	0.013000000000000001	0.0	0.006	0.13699999999999998	0.001	0.0		0.0	0.0	0.0	0.017	0.035		0.0	0.0		0.005	0.0	0.0	0.0		0.0		0.0	0.0		0.0
LGI3	ENSG00000168481	Leucine rich repeat LGI family member 3	0.0	0.040999999999999995	0.0	0.0	0.012	0.001	0.0	0.013999999999999999	0.01	0.018000000000000002		0.023		0.013999999999999999	0.0	0.005	0.019	0.019	0.047	0.02		0.0			0.0	0.035		0.0		0.0	0.01	0.013000000000000001	0.013999999999999999	0.127	0.013999999999999999	0.026000000000000002	0.594	0.021	0.005	0.022000000000000002	0.044000000000000004	0.039	0.0	0.040999999999999995			0.008	0.011000000000000001	0.013000000000000001	0.001	0.023	0.017	0.008	0.005	0.015		
OR10H1	ENSG00000186723	Olfactory receptor family 10 subfamily H member 1		0.0	0.035	0.0	0.0	0.0	0.0	0.0		0.018000000000000002	0.0	0.0	0.033	0.001	0.0		0.0	0.0	0.067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0	0.07	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.013000000000000001				0.0	0.0	0.023	0.0	0.0	0.0	0.0		0.0
OR14I1	ENSG00000189181	Olfactory receptor family 14 subfamily I member 1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.004	0.0	0.018000000000000002	0.001	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.035	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.006999999999999999	0.0			0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.036000000000000004	0.0	0.0	0.0
OR6B1	ENSG00000221813	Olfactory receptor family 6 subfamily B member 1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.001	0.0	0.033	0.039	0.0	0.0		0.045	0.018000000000000002	0.0	0.23199999999999998	0.287	0.0	0.0	0.0	0.0	0.033	0.10400000000000001	0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.068	0.0		0.003	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0		0.0	0.0		0.024
OR6N1	ENSG00000197403	Olfactory receptor family 6 subfamily N member 1	0.0		0.0		0.0	0.0	0.013999999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.016	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.013000000000000001	0.043	0.0	0.0	0.0	0.0		0.0	0.0	0.016	0.015	0.0	0.0		0.0		0.019	0.0	0.0	0.0		0.0	0.0		0.0
ERICH6B	ENSG00000165837	Glutamate rich 6B	0.0	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0		0.034		0.0	0.0		0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.027000000000000003	0.0	0.0	0.0	0.0	0.0	0.001	0.037000000000000005	0.006999999999999999	0.0	0.0	0.0		0.0	0.0	0.006999999999999999	0.0		0.001	0.0	0.022000000000000002	0.0		0.0
DEFB134	ENSG00000205882	Defensin beta 134	0.0	0.0		0.0	0.035	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.03		0.0	0.018000000000000002	0.0	0.0	0.03		0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026000000000000002	0.005	0.0	0.0	0.0	0.0	0.0	0.0
CYP19A1	ENSG00000137869	Cytochrome P450 family 19 subfamily A member 1	0.021	0.043	0.9079999999999999		0.703	0.528	6.475	17.090999999999998	0.337	2.048	1.619	0.013999999999999999		0.392	0.069	0.53	0.063		1.176	0.156	0.017	0.608		0.97	0.5870000000000001	0.16699999999999998	0.14	0.161		5.05	0.114	0.013999999999999999	1.0959999999999999	0.003	0.32	1.9780000000000002	0.028999999999999998	0.004	0.413	0.33399999999999996	0.161	0.24100000000000002	0.011000000000000001	0.122	0.005		0.013000000000000001	0.0	0.009000000000000001	0.018000000000000002	0.012	0.003	0.012	0.024	0.0		0.01
TMPRSS7	ENSG00000176040	Transmembrane serine protease 7	0.0	0.161		0.001	0.0	0.0		0.0	0.0	0.0	0.017	0.005	0.0	0.004		0.017	0.018000000000000002	0.0		0.0	0.0	0.0	0.0		0.009000000000000001	0.0		0.0		0.04	0.0	0.0	0.0	0.042	0.0	0.0	0.013000000000000001	0.095	0.006	0.0	0.038	0.006	0.0	0.013000000000000001	0.0		0.0	0.0	0.003	0.0	0.013999999999999999		0.0		0.0		0.0
SMCO2	ENSG00000165935	Single-pass membrane protein with coiled-coil domains 2	0.426	0.265	0.062	0.114	0.09	0.066	0.071	0.026000000000000002	0.171	0.08800000000000001	0.057	0.252	0.214	0.026000000000000002	0.057999999999999996	0.057999999999999996	0.149	1.422	0.1	0.022000000000000002	0.0	0.115	0.182	0.0	0.0	0.006999999999999999	0.035	0.033		0.46	0.304	0.013999999999999999	0.0	4.145	0.043		2.174	6.676	0.040999999999999995	0.271	0.183	0.019	0.036000000000000004	0.207	0.16899999999999998		0.157	0.114	0.18	0.044000000000000004	0.242	0.10099999999999999	0.047	0.40299999999999997	0.0		0.0
SFN	ENSG00000175793	Stratifin	0.028999999999999998	0.45299999999999996	0.151	1.8719999999999999	0.11599999999999999	0.084	0.32	0.28800000000000003	3.8160000000000003	1.52	0.728	0.222	0.758	0.145	0.057	3.262	0.431	6.229	4.842	0.013000000000000001	0.473	0.77	0.036000000000000004		0.217	2.072	1.0590000000000002		1.36	47.653	0.561	0.063	0.027000000000000003	0.307	0.584	0.866	0.648		0.0	5.08	2.298	3.792	0.048	0.723		2.6510000000000002	0.637	0.065	0.16	1.117		0.095	0.7090000000000001	0.146	0.038	0.142	0.501
NWD2	ENSG00000174145	NACHT and WD repeat domain containing 2		0.38799999999999996	1.749	0.27899999999999997	0.139	0.064	0.052000000000000005	0.002	0.213	0.043	0.16	0.053	0.0		0.212	0.022000000000000002	0.009000000000000001	0.028999999999999998	0.069		0.02	0.011000000000000001	0.05	0.039	0.013999999999999999	0.008	0.0	0.011000000000000001	0.004	2.602	0.02	0.111	0.0	0.18	0.021	0.022000000000000002	0.004	0.013000000000000001			0.006999999999999999	0.121	0.005	0.016	0.187		0.023	0.012	0.015	0.08800000000000001	0.047	0.005	0.122	0.457	0.03	0.003	0.027999999999999997
PCDHA11	ENSG00000249158	Protocadherin alpha 11	0.006	4.728	0.034	0.102	0.034	0.019	0.039	0.233	0.099	0.337		0.242		0.046	0.126	0.038	0.295	0.11699999999999999	0.68	0.021	0.02	0.052000000000000005	0.03	0.017	0.012	0.054000000000000006	0.099	0.23		0.514	0.034	0.24100000000000002	0.027000000000000003	0.11	0.444	0.066		0.245	0.033	0.177	0.039	0.086	0.009000000000000001	0.124	0.107		0.133	0.02	0.087	0.47100000000000003	0.308	0.136	0.106	0.06	0.043		0.027999999999999997
NRK	ENSG00000123572	Nik related kinase	0.038	0.113	0.07400000000000001	0.0	0.009000000000000001	0.017	0.096	0.048	0.344	0.08800000000000001	0.27699999999999997	0.146	0.16899999999999998	0.009000000000000001	0.095	0.003	0.243	0.017		0.027000000000000003	0.044000000000000004	0.004	0.005	0.001	0.009000000000000001	0.004	0.0	0.085			0.004	0.012	0.021	0.024	0.213	0.21	1.8869999999999998		0.006	0.025	0.023	0.02	0.019	0.113	0.024		0.026000000000000002	0.073	0.026000000000000002	0.1		0.011000000000000001		0.021	0.008		0.07400000000000001
CYP11B1	ENSG00000160882	Cytochrome P450 family 11 subfamily B member 1		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.002	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0		0.009000000000000001	0.0	0.0		0.0	0.0	0.0		0.02	0.004	0.002		0.0	0.0	0.006	0.039		0.0		0.0		0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.022000000000000002	0.0		0.0
RASGRP1	ENSG00000172575	RAS guanyl releasing protein 1		0.26899999999999996	0.06	0.35200000000000004	0.039	0.023		0.128	0.191	0.42	0.843	0.41600000000000004	0.818		0.623	0.3	0.4	0.349	0.069		0.152		0.32299999999999995	0.259		0.171	0.055999999999999994			0.311	0.044000000000000004	0.217	0.17300000000000001	0.312	0.846	0.1	0.19	0.503	0.172	0.657	0.365	1.892	0.12300000000000001	1.033	0.48100000000000004		0.09699999999999999	0.079	0.295	0.193	0.5329999999999999	0.136	0.158	0.5	0.057		0.07
NPPB	ENSG00000120937	Natriuretic peptide B		0.0	0.114	0.0	0.109	0.0	0.456	0.0	0.16699999999999998	0.027999999999999997		0.0	0.0	0.0	0.884	0.282	0.12	0.11699999999999999	0.14	0.025	0.0	0.0	0.023	0.0	0.0	0.08800000000000001	0.02	0.044000000000000004	0.0	0.0			0.045	0.128	0.27699999999999997	0.24		0.387	0.0	0.13699999999999998	0.131	0.0	0.0	0.0	0.0	0.045	0.039	0.0		0.047	0.0	0.0	0.025	0.15	0.0	0.0	0.043
LMAN1L	ENSG00000140506	Lectin, mannose binding 1 like	0.008			0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.033	0.0	0.005	0.0	0.005	0.0	0.005	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.012	0.235	0.0	0.008	0.011000000000000001	0.131	0.006999999999999999	0.013999999999999999	0.018000000000000002	0.027999999999999997	0.0	0.0	0.016		0.008	0.0			0.006999999999999999	0.01		0.012	0.0		0.0
BMP15	ENSG00000130385	Bone morphogenetic protein 15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.017	0.0	0.0	0.0	0.06	0.0		0.0	0.023	0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.026000000000000002	0.0	0.0	0.018000000000000002	0.0	0.015	0.0	0.0	0.0		0.0	0.0	0.0			0.0	0.0	0.0	0.0		0.024
TEX33	ENSG00000185264	Testis expressed 33	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02		0.0	0.0		0.0			0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.046	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.013000000000000001	0.006999999999999999	0.032	0.051	0.0	0.0		0.0	0.0	0.0
OCM2	ENSG00000135175	Oncomodulin 2	0.0	0.067	0.154	0.004	0.0	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.031	0.0	0.0	0.0	0.0	0.08	0.0	0.002	0.0		0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.10300000000000001	0.0	0.0	0.0	0.027000000000000003	0.0	0.0	0.036000000000000004	0.0	0.0		0.0	0.0	0.0	0.0	0.006999999999999999			0.0	0.0	0.0	0.0	0.063	0.0
ATP6V1B1	ENSG00000116039	ATPase H+ transporting V1 subunit B1	0.03	11.047	0.235	0.049	0.133	0.605	0.26899999999999996	0.083	0.10300000000000001	0.105	0.125	0.017	0.264	0.067	0.032		0.242	0.15	3.609	0.331	0.205	0.037000000000000005	0.003	0.193	0.29600000000000004	0.685				0.355	0.073	0.162	0.10300000000000001	0.259	0.61	0.046			0.12300000000000001	0.266	0.785	0.124	0.067	1.569	0.161		0.0		0.018000000000000002		0.054000000000000006	0.017	0.0	0.078	0.077		0.106
CRYAA	ENSG00000160202	Crystallin alpha A	0.027000000000000003	0.115	0.10400000000000001	0.0	0.05	0.019	0.37799999999999995	0.12	0.009000000000000001	0.21600000000000003	0.013000000000000001	0.20199999999999999	1.052	0.0	0.479	0.092		0.0	0.049	0.23	0.027999999999999997	0.392	0.042	0.0	0.013000000000000001	0.040999999999999995	3.97	2.673		0.14	0.087	0.306	0.079	0.040999999999999995	0.0	0.25	0.057		0.23	0.35700000000000004		0.027999999999999997	0.0	0.0	0.075		2.6519999999999997		3.931	1.992	1.656	1.319		0.0	0.04		0.287
OR52L1	ENSG00000183313	Olfactory receptor family 52 subfamily L member 1	0.0	0.0	0.0	0.0	0.0	0.022000000000000002	0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0			0.022000000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.057		0.0	0.04	0.013000000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0		0.003	0.022000000000000002		0.0	0.011000000000000001	0.0	0.0	0.0	0.013000000000000001		0.0			0.0
CFD	ENSG00000197766	Complement factor D	0.61	2.963	1.3840000000000001	3.53	1.49	1.275	5.757999999999999	1.8419999999999999	1.781		6.403	13.807	12.21	0.674	3.966	19.665			0.75	1.598	1.5630000000000002	1.2819999999999998	3.252	2.89	2.3209999999999997	2.884	6.896			2.852	0.733	6.348	1.1540000000000001	4.01	7.962999999999999	4.029	226.363	32.422	13.67	21.343000000000004	8.488999999999999	3.139	2.7089999999999996	32.192	3.1289999999999996		5.899	3.138	16.83	5.154	13.5	4.415	13.062999999999999	1.248	1.025		1.72
PCDHA4	ENSG00000204967	Protocadherin alpha 4	0.006999999999999999	5.956	0.044000000000000004	0.125	0.036000000000000004	0.021	0.066	0.28800000000000003	0.11699999999999999	0.431	0.294	0.315	0.39		0.166	0.037000000000000005	0.4	0.188	0.7290000000000001	0.023	0.022000000000000002	0.066	0.038		0.016	0.063	0.083	0.306		0.65		0.307	0.034	0.188	0.5820000000000001	0.085	0.493	0.313	0.042	0.23800000000000002	0.05	0.114	0.013999999999999999	0.179	0.12300000000000001		0.162	0.025	0.109	0.595	0.385	0.17300000000000001	0.128	0.012	0.055		0.042
CACNA2D1	ENSG00000153956	Calcium voltage-gated channel auxiliary subunit alpha2delta 1	0.049	0.618	0.33299999999999996	0.301	0.096	0.068	0.44799999999999995	0.13699999999999998	0.634	0.777	1.714	0.977	1.401	0.10800000000000001	0.626	0.32799999999999996	1.0859999999999999	1.798	3.513	0.08		0.215	0.12300000000000001	0.085		0.191	0.19899999999999998	0.33399999999999996		1.745	0.122	1.4609999999999999	0.09699999999999999		3.707	0.863	21.447		0.128		0.485	0.6990000000000001		1.245	1.254	1.848	0.20199999999999999	0.161		0.615	0.33899999999999997	0.29	0.307	0.275	0.14	0.596	0.168
FAM178B	ENSG00000168754	Family with sequence similarity 178 member B	0.044000000000000004		0.013999999999999999	4.187	15.424000000000001	0.113		0.1	0.065	0.382	0.165	0.086	0.19	0.306			0.09699999999999999	0.128	0.076	0.436	0.017	0.0	0.14400000000000002	0.38299999999999995	0.273	0.139	0.059000000000000004	0.018000000000000002	0.011000000000000001	3.516	0.037000000000000005	0.611	0.39399999999999996	0.415	0.602	0.39299999999999996	0.38	0.737	0.268	0.54	1.3519999999999999	2.659	8.354	0.17600000000000002	0.005		0.011000000000000001	0.133	0.036000000000000004	0.0			0.0		0.0	0.023	0.0
SLC18A1	ENSG00000036565	Solute carrier family 18 member A1	0.0	0.004	0.049	0.0	0.0	0.0	0.003	0.005	0.0	0.233		0.0	0.0	0.028999999999999998	0.013000000000000001	0.009000000000000001		0.006	0.027000000000000003	0.006	0.0	0.0	0.0	0.10400000000000001	0.893	0.011000000000000001	0.047	0.006	0.011000000000000001	0.054000000000000006	0.0	0.01	0.0	0.095	0.09699999999999999	0.006	0.036000000000000004	0.069	0.0	0.01	0.036000000000000004	0.027000000000000003	0.006	0.247	0.0	0.079	0.0	0.0	0.016	0.012	0.067	0.005	0.0	0.021	0.0	0.0	0.0
METTL21C	ENSG00000139780	Methyltransferase like 21C		0.0	0.011000000000000001	0.0	0.0		0.0	0.006			0.013999999999999999	0.0	0.0	0.0	0.0	0.002	0.076	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0		0.0	0.0	0.001	0.013000000000000001	0.0	0.0	0.0	0.006	0.0		0.059000000000000004	0.0	0.0	0.0	0.04	0.053	0.011000000000000001	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.006999999999999999	0.0	0.0	0.0	0.0
RBBP8NL	ENSG00000130701	RBBP8 N-terminal like			0.006	0.0	0.18600000000000003	0.064	0.075	0.0	0.1	0.084	0.188	0.033	0.35200000000000004	0.0	0.031	0.038	0.045	0.049	0.29	0.08	0.005	0.040999999999999995	0.009000000000000001	0.0	0.0	0.431	0.26899999999999996			3.819	0.805	0.0	0.069		0.036000000000000004	0.042	0.008	0.317	0.009000000000000001	1.933	0.369	0.08800000000000001	0.006	0.145	0.0		0.0	0.0	0.005	0.006	0.002	0.0	0.0	0.001	0.0		0.0
C10orf113	ENSG00000204683	Chromosome 10 open reading frame 113	0.0	0.0	0.0	0.0	0.0	0.013999999999999999	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.032	0.0	0.032	0.0	0.11800000000000001	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.145		0.0	0.0	0.124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002		0.08800000000000001	0.0	0.0	0.0	0.024	0.012	0.0	0.091	0.012	0.0	0.0		0.0	0.0
OR10H3	ENSG00000171936	Olfactory receptor family 10 subfamily H member 3	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.017	0.021	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0.0	0.01	0.0	0.013999999999999999	0.0	0.011000000000000001	0.018000000000000002	0.0		0.0
FOXD2	ENSG00000186564	Forkhead box D2	0.008		0.034	0.032	0.0	0.013999999999999999	0.013000000000000001	0.013000000000000001	0.013999999999999999	0.113	0.047	0.036000000000000004	0.048			0.053	0.08		0.021	0.019	0.025	0.017	0.011000000000000001	0.046	0.026000000000000002	0.013000000000000001	0.131	0.132			0.006999999999999999	0.006999999999999999	0.003	0.184	0.19399999999999998	0.006999999999999999	0.006999999999999999	0.47100000000000003	0.013999999999999999	0.07		0.075	0.01	0.075	0.10800000000000001		0.035	0.027000000000000003	0.064	0.07	0.064		0.027000000000000003	0.008	0.0		0.01
PATE3	ENSG00000236027	Prostate and testis expressed 3	0.0		0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.013999999999999999	0.0	0.0	0.0	0.006999999999999999	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009000000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0		0.0	0.0		0.0	0.0	0.006999999999999999	0.0	0.0	0.0	0.023	0.0		0.006999999999999999	0.0	0.046	0.0	0.0	0.0
ZIM3	ENSG00000141946	Zinc finger imprinted 3	0.0	0.033	0.0	0.0	0.0		0.0	0.0		0.0		0.0	0.0	0.013000000000000001	0.0	0.003	0.004	0.0	0.015	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.042	0.0	0.0	0.0	0.021	0.0	0.009000000000000001		0.0	0.0	0.0		0.0	0.0	0.0	0.008	0.0	0.006999999999999999	0.0			0.0	0.0	
BBOX1	ENSG00000129151	Gamma-butyrobetaine hydroxylase 1	0.08199999999999999		0.077	0.0	0.0	0.37200000000000005		0.529	0.009000000000000001	0.107	0.127	0.182	0.01		0.32899999999999996	0.183	0.08900000000000001	0.0	0.106	0.166	0.023	0.009000000000000001	0.083		0.605	0.069	0.067	0.331		0.879	0.048	0.184	0.9079999999999999	0.06	0.11	0.085	0.593	0.0	0.021	0.027999999999999997	0.0	0.006999999999999999	0.051	0.055999999999999994				2.9010000000000002		4.023	3.7239999999999998	4.697	7.362	0.524	0.638		0.19
RIMS1	ENSG00000079841	Regulating synaptic membrane exocytosis 1	0.0	0.131	0.013000000000000001		0.0	0.0	0.005	0.004	0.0	0.018000000000000002	0.002	0.005	0.0	0.036000000000000004	0.006999999999999999	0.027000000000000003	0.013999999999999999	0.005	0.021	0.011000000000000001	0.0	0.01	0.0	0.004	0.0		0.044000000000000004	0.0		0.342	0.0	0.008	0.0	0.033	0.043		0.026000000000000002	0.0	0.009000000000000001	0.015	0.0	0.0	0.0	0.0	0.0		0.005		0.016	0.0	0.040999999999999995	0.0	0.0	0.021	0.0		0.0
CST9	ENSG00000173335	Cystatin 9	0.0	0.0	0.113	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0		0.0	0.022000000000000002		0.012	0.01	0.027000000000000003	0.0	0.0	0.0	0.009000000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.009000000000000001	0.036000000000000004	0.0	0.0	0.0	0.0	0.0	0.095	0.026000000000000002	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0
PPP1R27	ENSG00000182676	Protein phosphatase 1 regulatory subunit 27	0.08800000000000001			0.05		0.965	0.18600000000000003	0.038	0.08199999999999999	0.042	0.10300000000000001	0.177	0.011000000000000001	0.044000000000000004	0.138	0.325	0.141	0.061	0.049	0.11900000000000001	0.113	0.243			0.177	0.218		0.213	0.031	0.013999999999999999		0.11599999999999999	0.099	0.45899999999999996	0.255	0.145	5.4910000000000005	0.105	0.23399999999999999	0.092	0.615	0.04	0.40299999999999997	0.064	0.107	0.0	0.061	0.14	0.14400000000000002	0.105	0.18100000000000002	0.107	0.022000000000000002	0.205	0.122	0.29100000000000004	0.019
SERPINB11	ENSG00000206072	Serpin family B member 11 (gene/pseudogene)	0.039	0.0	0.008		0.0	0.015	0.0	0.008	0.0	0.004	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0			0.0		0.0	0.0	0.008	0.0	0.012	0.0	0.0	0.0	0.102		0.0	0.026000000000000002		0.0		0.0		0.0	0.0		0.0	0.004	0.0	0.0				0.0
C11orf88	ENSG00000183644	Chromosome 11 open reading frame 88	0.0	0.0	0.0	0.0	0.11900000000000001	0.0	0.01	0.008	0.001	0.16899999999999998	0.001		0.0	0.0		0.022000000000000002	0.22399999999999998	0.042	0.052000000000000005	0.0	0.021	0.0	0.0	0.0	0.0	0.043		0.0	0.9690000000000001	0.184	0.02	0.019	0.0		0.022000000000000002		0.239	0.0	0.0	0.08900000000000001		0.026000000000000002	0.0	0.0	0.002	0.193	0.019	0.009000000000000001	0.017	0.046	0.013000000000000001	0.0	0.0		0.0		0.0
MEGF11	ENSG00000157890	Multiple EGF like domains 11	0.031	0.305	0.024	0.021	0.011000000000000001	0.054000000000000006	0.046	0.07	0.044000000000000004	0.315	0.059000000000000004	0.045	0.069	0.0	0.092	0.027999999999999997	0.41200000000000003	0.046	0.016	0.046			0.02	0.006999999999999999	0.001	0.03	0.047	0.066	0.038		0.034	0.013999999999999999	0.013999999999999999	0.036000000000000004	0.084	0.044000000000000004	0.027000000000000003	1.548	0.0	0.204	0.077	0.040999999999999995	0.027999999999999997	0.078	0.022000000000000002	0.068	0.0	0.013999999999999999	0.008	0.022000000000000002	0.024	0.011000000000000001		0.053	2.042	0.001	0.027999999999999997
AKAP5	ENSG00000179841	A-kinase anchoring protein 5	0.314	0.156	0.257	0.207	0.079	0.085	0.214	0.23800000000000002		0.483	0.633	0.23	0.387	0.198			0.462	0.27899999999999997	0.040999999999999995	0.19899999999999998	0.511	0.11900000000000001	0.266	0.126		0.217	0.20800000000000002	0.38299999999999995		0.38299999999999995		0.14300000000000002	0.078	0.29100000000000004	0.375	0.153	0.162	0.114	0.085	0.318	0.149	0.764	0.068	0.17800000000000002	0.217		0.125	0.341	0.469		0.46799999999999997	0.172	0.075	0.071	0.38		0.321
