Name	Genes (tot)	Stat (dist.dir.up)	p (dist.dir.up)	p adj (dist.dir.up)	Stat (dist.dir.dn)	p (dist.dir.dn)	p adj (dist.dir.dn)	Stat (non-dir.)	p (non-dir.)	p adj (non-dir.)	Genes (up)	Stat (mix.dir.up)	p (mix.dir.up)	p adj (mix.dir.up)	Genes (down)	Stat (mix.dir.dn)	p (mix.dir.dn)	p adj (mix.dir.dn)
DNA-5-methylcytosine[n]	5	-4.8406	0.6144	0.99976	4.8406	0.64666	0.95736	5.2443	0.75731	0.88413	2	-2.4865	0.79648	0.87486	3	8.8006	0.55668	0.7965
H+[n]	13	-7.0706	0.63135	0.99976	8.0386	0.72331	0.9623	17.871	0.30492	0.4448	4	7.9666	0.31683	0.46833	9	16.167	0.5162	0.79202
GSH[s]	25	-19.238	0.98024	0.99976	43.632	0.0023123	0.042582	28.293	0.10101	0.2239	7	2.651	0.70549	0.82745	18	31.69	0.021682	0.37694
GSSG[s]	13	-10.383	0.81874	0.99976	29.717	0.031963	0.1591	22.363	0.099425	0.22172	5	4.6638	0.52821	0.67455	8	24.82	0.014343	0.32381
cys-gly[s]	11	-21.454	0.9983	0.99976	49.026	8.651e-06	0.00049022	28.346	0.0077752	0.094452	1	6.168	0.30553	0.45455	10	27.779	0.0093226	0.32381
glutamate[s]	19	-8.915	0.68982	0.99976	19.478	0.33752	0.72521	26.273	0.07117	0.17818	6	14.549	0.10311	0.30375	13	21.879	0.30598	0.67396
gamma-glutamyl-cysteine[c]	5	2.0992	0.19269	0.81038	1.025	0.7866	0.9623	18.612	0.056981	0.15489	2	16.466	0.027239	0.1532	3	10.583	0.40308	0.72583
cysteine[s]	25	-0.85147	0.15272	0.81038	25.17	0.22007	0.57625	37.409	0.0027525	0.094452	10	26.979	0.0017147	0.11803	15	26.267	0.12244	0.54572
glycine[s]	32	-0.32735	0.098255	0.73707	18.454	0.59758	0.95492	27.262	0.24203	0.38124	16	15.031	0.18332	0.33424	16	23.524	0.33996	0.70939
(5-L-glutamyl)-L-amino acid[s]	6	-17.1	0.98678	0.99976	33.1	0.0049225	0.051603	18.281	0.081887	0.19419	0	NA	NA	NA	6	18.281	0.12343	0.54572
3-amino-propanal[c]	8	-21.421	0.99855	0.99976	44.514	5.8622e-05	0.0027565	23.701	0.016693	0.10952	0	NA	NA	NA	8	23.701	0.026858	0.38901
beta-alanine[c]	15	-11.009	0.8239	0.99976	25.178	0.12386	0.41287	23.348	0.10698	0.22796	4	12.139	0.13971	0.31807	11	19.945	0.32241	0.68882
selenide[c]	6	-8.5014	0.79909	0.99976	9.9274	0.45388	0.81174	17.806	0.09488	0.21454	1	11.643	0.091908	0.30125	5	14.299	0.30151	0.6662
pyridoxal-phosphate[c]	7	-7.2113	0.70905	0.99976	13.062	0.36107	0.75279	21.997	0.027682	0.1276	2	13.215	0.073414	0.26048	5	17.67	0.10218	0.54572
pyridoxine-phosphate[c]	5	-9.0645	0.84041	0.99976	15.733	0.20667	0.57223	18.783	0.053718	0.14931	1	9.9876	0.13986	0.31807	4	16.006	0.11955	0.54572
selenohomocysteine[c]	5	-11.144	0.91043	0.99976	28.672	0.012647	0.087516	21.793	0.016884	0.10952	1	7.8328	0.22421	0.38138	4	20.449	0.014799	0.32381
selenomethionine[c]	13	-11.04	0.84724	0.99976	26.654	0.065882	0.27055	20.747	0.15715	0.29283	3	6.9944	0.33842	0.49564	10	19.824	0.26951	0.63481
selenomethionine-se-oxide[c]	6	-10.412	0.87394	0.99976	21.078	0.096418	0.34313	7.2426	0.68979	0.81612	1	-8.2095	0.95012	0.99796	5	11.605	0.53124	0.79202
se-adenosylselenomethionine[n]	5	-4.8406	0.6144	0.99976	4.8406	0.64666	0.95736	5.2443	0.75731	0.88413	2	-2.4865	0.79648	0.87486	3	8.8006	0.55668	0.7965
se-adenosyl-L-selenohomocysteine[n]	5	-4.8406	0.6144	0.99976	4.8406	0.64666	0.95736	5.2443	0.75731	0.88413	2	-2.4865	0.79648	0.87486	3	8.8006	0.55668	0.7965
methylmalonate[m]	7	-21.557	0.99834	0.99976	41.308	0.00032454	0.011568	24.2	0.011171	0.094452	0	NA	NA	NA	7	24.2	0.015769	0.32381
HMG-CoA[m]	5	-3.031	0.49547	0.99976	9.445	0.44885	0.80547	16.718	0.10422	0.22701	2	10.45	0.14699	0.32257	3	13.051	0.21701	0.63481
N-acetylglucosamine[l]	7	-14.2	0.95665	0.99976	33.951	0.0044668	0.051603	21.259	0.036529	0.13586	1	7.0426	0.26121	0.40617	6	20.087	0.057425	0.51104
UDP-N-acetylglucosamine[c]	24	1.6291	0.079997	0.73707	7.193	0.87737	0.96733	30.481	0.030551	0.12984	12	22.524	0.015598	0.14204	12	20.583	0.34007	0.70939
UDP-N-acetyl-D-galactosamine[c]	7	-1.7214	0.35849	0.97568	6.6591	0.63188	0.95736	17.414	0.12522	0.24643	3	11.742	0.1379	0.31619	4	12.868	0.31845	0.68635
N-acetylglucosamine[c]	7	-6.984	0.69596	0.99976	12.155	0.39841	0.77934	10.985	0.47058	0.60889	2	0.38068	0.66012	0.79698	5	12.757	0.42957	0.74242
UDP-N-acetylglucosamine[r]	9	-2.2989	0.39963	0.99976	11.151	0.46259	0.81612	19.471	0.10696	0.22796	4	12.621	0.12475	0.31023	5	14.834	0.26138	0.63481
N-acetylneuraminate[c]	10	-15.348	0.97352	0.99976	31.873	0.0090964	0.070291	14.122	0.41813	0.55267	3	-5.6829	0.91627	0.98138	7	20.6	0.087735	0.54572
CMP-N-acetylneuraminate[c]	15	-21.01	0.99378	0.99976	45.037	0.00068871	0.019513	26.952	0.032388	0.1337	1	9.7486	0.14798	0.32302	14	25.292	0.13318	0.54604
UDP-glucuronate[g]	10	0.53849	0.21966	0.83266	5.2995	0.73351	0.9623	21.568	0.073026	0.18097	4	17.352	0.033057	0.17503	6	13.677	0.46394	0.76355
CMP-N-acetylneuraminate[g]	17	-20.576	0.9945	0.99976	46.314	0.00029852	0.010815	28.14	0.024413	0.1276	2	8.7242	0.21221	0.36917	15	26.772	0.10048	0.54572
T-antigen[g]	9	-14.322	0.95985	0.99976	28.013	0.02467	0.13233	21.931	0.048205	0.14396	1	10.023	0.13869	0.31645	8	19.717	0.15677	0.58841
CMP[g]	17	-20.576	0.9945	0.99976	46.314	0.00029852	0.010815	28.14	0.024413	0.1276	2	8.7242	0.21221	0.36917	15	26.772	0.10048	0.54572
Tn-antigen[g]	27	-21.419	0.9892	0.99976	42.64	0.0057455	0.051603	33.66	0.013706	0.10303	5	10.994	0.20685	0.36322	22	32.049	0.056433	0.51104
UDP-N-acetylglucosamine[g]	31	-0.72405	0.13273	0.81038	11.725	0.81654	0.96733	34.809	0.024311	0.1276	13	26.256	0.0058502	0.12041	18	23.368	0.46209	0.76336
core 4[g]	6	2.9483	0.15845	0.81038	8.5978	0.51021	0.87466	16.182	0.1507	0.28235	3	13.486	0.090595	0.30125	3	9.3978	0.50502	0.79202
[protein]-L-serine[g]	20	-20.012	0.98956	0.99976	41.326	0.0033637	0.046049	30.527	0.016216	0.1086	4	7.2797	0.3531	0.5142	16	30.49	0.024762	0.38901
UDP-N-acetyl-D-galactosamine[g]	26	-18.139	0.96731	0.99976	39.395	0.010935	0.078972	35.287	0.0069583	0.094452	7	12.943	0.16418	0.33422	19	33.422	0.010907	0.32381
core 2[g]	7	-11.599	0.8998	0.99976	27.123	0.030312	0.15294	20.315	0.051067	0.1445	1	10.023	0.13869	0.31645	6	17.851	0.14495	0.5667
dimethylallyl-PP[c]	5	-0.19879	0.31408	0.92789	6.4562	0.57893	0.94127	14.191	0.20409	0.34775	2	10.77	0.13658	0.315	3	9.5268	0.49383	0.79202
farnesyl-PP[c]	8	0.52722	0.22407	0.84359	9.0385	0.54525	0.9115	21.022	0.048606	0.14396	4	13.889	0.090859	0.30125	4	15.84	0.12718	0.54572
isopentenyl-pPP[c]	8	2.7218	0.1288	0.81038	2.3747	0.8047	0.96733	17.276	0.15792	0.29402	4	13.909	0.090388	0.30105	4	10.522	0.52189	0.79202
dolichyl-phosphate[c]	8	3.9992	0.088584	0.73707	5.9477	0.67693	0.9623	20.087	0.067467	0.17337	5	14.765	0.089057	0.29758	3	13.74	0.17557	0.60467
dolichyl-phosphate[r]	14	-7.7328	0.69771	0.99976	11.224	0.57216	0.93687	21.149	0.17388	0.30792	5	10.918	0.20988	0.36694	9	18.24	0.33227	0.69839
dolichyl-phosphate-D-mannose[c]	5	-3.1904	0.50608	0.99976	15.162	0.22498	0.58356	17.327	0.086651	0.20208	2	10.569	0.14307	0.31957	3	13.74	0.17557	0.60467
dolichyl-phosphate-D-mannose[r]	8	-4.9249	0.56731	0.99976	9.5437	0.5228	0.88808	15.959	0.21987	0.37092	3	8.5569	0.26165	0.40624	5	13.558	0.36108	0.718
dolichyl-D-glucosyl-phosphate[r]	5	-8.8175	0.83019	0.99976	8.8175	0.47617	0.83123	13.159	0.25742	0.39561	1	5.0232	0.36806	0.53075	4	12.201	0.37362	0.718
(Glc)3 (GlcNAc)2 (Man)9 (PP-Dol)1[r]	9	13.947	0.0015322	0.16772	-10.085	0.98819	0.99247	26.364	0.0077859	0.094452	6	24.672	0.0032323	0.12041	3	10.772	0.38725	0.718
[protein]-L-asparagine[r]	7	19.944	3.6533e-05	0.013456	-15.565	0.99693	0.99783	25.868	0.0051819	0.094452	6	24.672	0.0032323	0.12041	1	8.0055	0.28065	0.6379
(alpha-D-Glucosyl)3-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)[r]	8	22.785	2.7192e-06	0.0060093	-17.462	0.99895	0.99895	28.305	0.0016791	0.094452	7	27.233	0.0010182	0.11803	1	8.0055	0.28065	0.6379
dolichyl-diphosphate[r]	8	20.322	1.8299e-05	0.008614	-16.226	0.99835	0.9988	25.813	0.0062658	0.094452	7	24.569	0.0035515	0.12041	1	8.0055	0.28065	0.6379
(alpha-D-Glucosyl)-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)[r]	5	-7.1238	0.74923	0.99976	19.573	0.10766	0.37292	17.071	0.093755	0.21454	1	9.8486	0.14454	0.31957	4	14.162	0.22281	0.63481
mannose[g]	6	-3.6914	0.5262	0.99976	21.007	0.097715	0.34649	21.578	0.025209	0.1276	2	13.79	0.062467	0.23532	4	16.677	0.092103	0.54572
(alpha-D-mannosyl)4-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)[g]	5	-0.58359	0.33722	0.92789	13.498	0.28331	0.68502	18.829	0.052873	0.14805	2	13.453	0.068704	0.25199	3	13.323	0.19998	0.63481
n2m2masn[g]	6	-8.9733	0.81969	0.99976	20.41	0.10914	0.3763	18.066	0.087592	0.20355	1	10.027	0.13856	0.31645	5	15.306	0.22844	0.63481
GDP-L-fucose[g]	8	-10.403	0.86476	0.99976	15.022	0.2894	0.6952	18.591	0.10875	0.22796	2	8.1767	0.23599	0.39395	6	16.746	0.21123	0.63481
fn2m2masn[g]	5	-4.3146	0.58042	0.99976	16.121	0.19472	0.564	17.63	0.078797	0.18928	2	9.4302	0.18371	0.33424	3	15.06	0.11131	0.54572
GDP[g]	10	-9.6013	0.83033	0.99976	17.863	0.21539	0.57223	22.261	0.058245	0.15775	3	11.145	0.15742	0.33422	7	19.311	0.14226	0.55966
l2fn2m2masn[g]	8	-7.9639	0.7539	0.99976	26.536	0.032727	0.16073	21.73	0.037344	0.13586	3	9.1947	0.23309	0.39183	5	20.364	0.030898	0.42093
(alpha-D-mannosyl)2-beta-D-mannosyl-N-acetylglucosamine[l]	6	-4.6513	0.58704	0.99976	16.173	0.21761	0.57223	19.621	0.052446	0.14784	2	12.218	0.095764	0.30375	4	15.391	0.1494	0.57245
de-Fuc, GlcNAc removed PA6 (wo peptide linkage)[l]	8	-14.615	0.96554	0.99976	33.09	0.0050149	0.051603	14.23	0.31914	0.44852	2	-6.0708	0.91143	0.97881	6	19.936	0.061566	0.5267
l2n2m2mn[l]	8	-8.7263	0.79292	0.99976	22.666	0.079323	0.30366	13.94	0.33744	0.46638	3	-0.12754	0.72336	0.84013	5	17.732	0.099748	0.54572
N-acetylneuraminate[l]	11	-11.527	0.88586	0.99976	27.354	0.036942	0.17826	17.497	0.26672	0.39766	4	0.68102	0.71903	0.83604	7	21.419	0.062282	0.5267
n2m2mn[l]	7	-9.5926	0.8281	0.99976	29.433	0.016753	0.097945	24.018	0.012095	0.094452	2	10.894	0.13266	0.31023	5	21.529	0.016726	0.32381
[protein]-L-arginine[c]	10	-8.3115	0.769	0.99976	8.3115	0.61222	0.95736	1.3281	0.97356	1	4	-10.504	0.98617	0.99965	6	10.291	0.75629	0.90563
[protein]-omega-N-(ADP-D-ribosyl)-L-arginine[c]	6	-6.9473	0.72198	0.99976	6.9473	0.57973	0.94127	0.61859	0.94825	0.99403	2	-10.408	0.97611	0.99965	4	8.1171	0.72418	0.90563
N(omega)-(ADP-D-ribosyl)-L-arginine[c]	6	-6.9473	0.72198	0.99976	6.9473	0.57973	0.94127	0.61859	0.94825	0.99403	2	-10.408	0.97611	0.99965	4	8.1171	0.72418	0.90563
albumin[l]	18	-23.75	0.99862	0.99976	55.365	7.4778e-06	0.00044664	31.457	0.0081476	0.094452	2	4.058	0.45176	0.60494	16	31.93	0.011164	0.32381
ATP[l]	18	-23.75	0.99862	0.99976	55.365	7.4778e-06	0.00044664	31.457	0.0081476	0.094452	2	4.058	0.45176	0.60494	16	31.93	0.011164	0.32381
ADP[l]	18	-23.75	0.99862	0.99976	55.365	7.4778e-06	0.00044664	31.457	0.0081476	0.094452	2	4.058	0.45176	0.60494	16	31.93	0.011164	0.32381
alanine[l]	19	-24.053	0.99933	0.99976	54.825	2.3122e-06	0.00026895	31.516	0.0090624	0.094452	2	4.058	0.45176	0.60494	17	31.927	0.015109	0.32381
arginine[l]	19	-24.053	0.99933	0.99976	54.825	2.3122e-06	0.00026895	31.516	0.0090624	0.094452	2	4.058	0.45176	0.60494	17	31.927	0.015109	0.32381
asparagine[l]	19	-24.053	0.99933	0.99976	54.825	2.3122e-06	0.00026895	31.516	0.0090624	0.094452	2	4.058	0.45176	0.60494	17	31.927	0.015109	0.32381
aspartate[l]	19	-24.053	0.99933	0.99976	54.825	2.3122e-06	0.00026895	31.516	0.0090624	0.094452	2	4.058	0.45176	0.60494	17	31.927	0.015109	0.32381
cysteine[l]	19	-24.053	0.99933	0.99976	54.825	2.3122e-06	0.00026895	31.516	0.0090624	0.094452	2	4.058	0.45176	0.60494	17	31.927	0.015109	0.32381
glutamate[l]	20	-24.644	0.999	0.99976	54.637	1.5815e-05	0.00085247	31.89	0.0088185	0.094452	2	4.058	0.45176	0.60494	18	32.263	0.015673	0.32381
glutamine[l]	19	-24.053	0.99933	0.99976	54.825	2.3122e-06	0.00026895	31.516	0.0090624	0.094452	2	4.058	0.45176	0.60494	17	31.927	0.015109	0.32381
glycine[l]	19	-24.053	0.99933	0.99976	54.825	2.3122e-06	0.00026895	31.516	0.0090624	0.094452	2	4.058	0.45176	0.60494	17	31.927	0.015109	0.32381
histidine[l]	19	-24.053	0.99933	0.99976	54.825	2.3122e-06	0.00026895	31.516	0.0090624	0.094452	2	4.058	0.45176	0.60494	17	31.927	0.015109	0.32381
isoleucine[l]	19	-24.053	0.99933	0.99976	54.825	2.3122e-06	0.00026895	31.516	0.0090624	0.094452	2	4.058	0.45176	0.60494	17	31.927	0.015109	0.32381
leucine[l]	19	-24.053	0.99933	0.99976	54.825	2.3122e-06	0.00026895	31.516	0.0090624	0.094452	2	4.058	0.45176	0.60494	17	31.927	0.015109	0.32381
lysine[l]	19	-24.053	0.99933	0.99976	54.825	2.3122e-06	0.00026895	31.516	0.0090624	0.094452	2	4.058	0.45176	0.60494	17	31.927	0.015109	0.32381
methionine[l]	19	-24.053	0.99933	0.99976	54.825	2.3122e-06	0.00026895	31.516	0.0090624	0.094452	2	4.058	0.45176	0.60494	17	31.927	0.015109	0.32381
phenylalanine[l]	19	-24.053	0.99933	0.99976	54.825	2.3122e-06	0.00026895	31.516	0.0090624	0.094452	2	4.058	0.45176	0.60494	17	31.927	0.015109	0.32381
proline[l]	19	-24.053	0.99933	0.99976	54.825	2.3122e-06	0.00026895	31.516	0.0090624	0.094452	2	4.058	0.45176	0.60494	17	31.927	0.015109	0.32381
serine[l]	19	-24.053	0.99933	0.99976	54.825	2.3122e-06	0.00026895	31.516	0.0090624	0.094452	2	4.058	0.45176	0.60494	17	31.927	0.015109	0.32381
threonine[l]	19	-24.053	0.99933	0.99976	54.825	2.3122e-06	0.00026895	31.516	0.0090624	0.094452	2	4.058	0.45176	0.60494	17	31.927	0.015109	0.32381
tryptophan[l]	19	-24.053	0.99933	0.99976	54.825	2.3122e-06	0.00026895	31.516	0.0090624	0.094452	2	4.058	0.45176	0.60494	17	31.927	0.015109	0.32381
tyrosine[l]	20	-24.186	0.99871	0.99976	54.179	1.9659e-05	0.0010344	31.416	0.010961	0.094452	2	4.058	0.45176	0.60494	18	31.763	0.020825	0.37063
valine[l]	19	-24.053	0.99933	0.99976	54.825	2.3122e-06	0.00026895	31.516	0.0090624	0.094452	2	4.058	0.45176	0.60494	17	31.927	0.015109	0.32381
antichymotrypsin[l]	18	-23.75	0.99862	0.99976	55.365	7.4778e-06	0.00044664	31.457	0.0081476	0.094452	2	4.058	0.45176	0.60494	16	31.93	0.011164	0.32381
antitrypsin[l]	18	-23.75	0.99862	0.99976	55.365	7.4778e-06	0.00044664	31.457	0.0081476	0.094452	2	4.058	0.45176	0.60494	16	31.93	0.011164	0.32381
apoB100[l]	18	-23.75	0.99862	0.99976	55.365	7.4778e-06	0.00044664	31.457	0.0081476	0.094452	2	4.058	0.45176	0.60494	16	31.93	0.011164	0.32381
fibrinogen[l]	18	-23.75	0.99862	0.99976	55.365	7.4778e-06	0.00044664	31.457	0.0081476	0.094452	2	4.058	0.45176	0.60494	16	31.93	0.011164	0.32381
haptoglobin[l]	18	-23.75	0.99862	0.99976	55.365	7.4778e-06	0.00044664	31.457	0.0081476	0.094452	2	4.058	0.45176	0.60494	16	31.93	0.011164	0.32381
plasminogen[l]	18	-23.75	0.99862	0.99976	55.365	7.4778e-06	0.00044664	31.457	0.0081476	0.094452	2	4.058	0.45176	0.60494	16	31.93	0.011164	0.32381
prothrombin[l]	18	-23.75	0.99862	0.99976	55.365	7.4778e-06	0.00044664	31.457	0.0081476	0.094452	2	4.058	0.45176	0.60494	16	31.93	0.011164	0.32381
[apotransferin][l]	18	-23.75	0.99862	0.99976	55.365	7.4778e-06	0.00044664	31.457	0.0081476	0.094452	2	4.058	0.45176	0.60494	16	31.93	0.011164	0.32381
apoE[l]	18	-23.75	0.99862	0.99976	55.365	7.4778e-06	0.00044664	31.457	0.0081476	0.094452	2	4.058	0.45176	0.60494	16	31.93	0.011164	0.32381
apoA1[l]	18	-23.75	0.99862	0.99976	55.365	7.4778e-06	0.00044664	31.457	0.0081476	0.094452	2	4.058	0.45176	0.60494	16	31.93	0.011164	0.32381
STAR[l]	18	-23.75	0.99862	0.99976	55.365	7.4778e-06	0.00044664	31.457	0.0081476	0.094452	2	4.058	0.45176	0.60494	16	31.93	0.011164	0.32381
GM2A[l]	22	-25.212	0.99921	0.99976	62.164	2.7051e-07	0.00026895	35.701	0.0019956	0.094452	3	7.3794	0.3187	0.47075	19	35.484	0.002719	0.32381
apocytochrome-C[l]	18	-23.75	0.99862	0.99976	55.365	7.4778e-06	0.00044664	31.457	0.0081476	0.094452	2	4.058	0.45176	0.60494	16	31.93	0.011164	0.32381
PPARA[l]	18	-23.75	0.99862	0.99976	55.365	7.4778e-06	0.00044664	31.457	0.0081476	0.094452	2	4.058	0.45176	0.60494	16	31.93	0.011164	0.32381
apoB48[l]	18	-23.75	0.99862	0.99976	55.365	7.4778e-06	0.00044664	31.457	0.0081476	0.094452	2	4.058	0.45176	0.60494	16	31.93	0.011164	0.32381
carbonate[s]	14	4.2088	0.071522	0.73707	-3.522	0.96342	0.98394	8.6479	0.8805	0.9694	7	8.693	0.36289	0.52403	7	3.5369	0.99212	1
3-sulfinoalanine[c]	7	-19.637	0.99557	0.99976	39.388	0.00068096	0.019513	21.032	0.039667	0.13773	0	NA	NA	NA	7	21.032	0.073477	0.54345
isocitrate[c]	6	-18.932	0.99403	0.99976	45.598	4.596e-05	0.0022571	22.78	0.015313	0.10642	0	NA	NA	NA	6	22.78	0.013864	0.32381
isocitrate[m]	8	-10.323	0.8618	0.99976	24.18	0.057187	0.24674	23.099	0.021592	0.1233	2	10.63	0.14107	0.31957	6	20.535	0.046426	0.47218
citrate[m]	5	-6.2003	0.69773	0.99976	23.727	0.04507	0.20969	18.438	0.060446	0.16231	2	7.4004	0.27207	0.4171	3	17.761	0.035342	0.42638
citrate[c]	8	-11.409	0.89854	0.99976	25.726	0.03992	0.18973	19.789	0.074542	0.18225	1	9.4382	0.15899	0.33422	7	17.588	0.24528	0.63481
fumarate[m]	10	-14.092	0.95739	0.99976	26.486	0.039499	0.18813	22.314	0.057224	0.15536	2	7.6778	0.25887	0.40561	8	21.109	0.091826	0.54572
NADPH[p]	39	-9.7019	0.57442	0.99976	25.001	0.40234	0.77934	24.345	0.56858	0.70553	15	9.2364	0.47451	0.61511	24	23.732	0.7539	0.90563
NADP+[p]	39	-9.7019	0.57442	0.99976	25.001	0.40234	0.77934	24.345	0.56858	0.70553	15	9.2364	0.47451	0.61511	24	23.732	0.7539	0.90563
glycolaldehyde[c]	10	-17.575	0.98969	0.99976	39.335	0.00068707	0.019513	27.707	0.0065394	0.094452	1	11.643	0.091908	0.30125	9	25.324	0.019963	0.37024
glycolaldehyde[m]	5	-18.164	0.99406	0.99976	35.691	0.0013212	0.030416	20.581	0.027671	0.1276	0	NA	NA	NA	5	20.581	0.027684	0.38901
glycolate[m]	5	-18.164	0.99406	0.99976	35.691	0.0013212	0.030416	20.581	0.027671	0.1276	0	NA	NA	NA	5	20.581	0.027684	0.38901
oxalate[c]	12	-16.1	0.9727	0.99976	31.185	0.016001	0.097945	15.567	0.41023	0.54451	3	-1.1861	0.77124	0.87418	9	18.66	0.29813	0.66262
PPi[r]	14	-3.506	0.42707	0.99976	7.8966	0.70719	0.9623	21.155	0.17365	0.30775	5	13.524	0.12049	0.30375	9	16.304	0.50368	0.79202
PPi[p]	15	-5.5068	0.52679	0.99976	13.122	0.53374	0.89907	22.589	0.13231	0.25741	5	13.524	0.12049	0.30375	10	18.102	0.40594	0.72583
H+[s]	63	-8.295	0.31953	0.92789	33.71	0.30149	0.71288	44.133	0.027321	0.1276	24	26.354	0.012816	0.14204	39	35.419	0.37909	0.718
O2[n]	8	-2.3495	0.39402	0.99976	3.5835	0.76529	0.9623	15.615	0.23809	0.37991	2	13.753	0.063131	0.23532	6	10.09	0.77066	0.90563
butyryl-CoA[c]	27	2.037	0.057388	0.73707	13.249	0.75248	0.9623	32.934	0.01884	0.11345	12	25.037	0.0057481	0.12041	15	21.792	0.44593	0.75931
butyrate[c]	27	-7.718	0.51364	0.99976	16.193	0.64088	0.95736	13.264	0.91454	0.99369	12	0.50221	0.86686	0.94462	15	17.346	0.81173	0.92632
pentanoyl-CoA[c]	6	-7.5974	0.7559	0.99976	12.931	0.33163	0.72521	2.8906	0.89243	0.97734	1	-8.2095	0.95012	0.99796	5	6.8379	0.87238	0.97358
valeric acid[c]	20	-8.8038	0.66262	0.99976	14.979	0.5646	0.92977	6.6868	0.97466	1	9	-5.6593	0.96202	0.99965	11	14.135	0.80303	0.91984
hexanoyl-CoA[c]	6	-7.5974	0.7559	0.99976	12.931	0.33163	0.72521	2.8906	0.89243	0.97734	1	-8.2095	0.95012	0.99796	5	6.8379	0.87238	0.97358
hexanoic acid[c]	20	-8.8038	0.66262	0.99976	14.979	0.5646	0.92977	6.6868	0.97466	1	9	-5.6593	0.96202	0.99965	11	14.135	0.80303	0.91984
heptanoyl-CoA[c]	6	-7.5974	0.7559	0.99976	12.931	0.33163	0.72521	2.8906	0.89243	0.97734	1	-8.2095	0.95012	0.99796	5	6.8379	0.87238	0.97358
heptylic acid[c]	20	-8.8038	0.66262	0.99976	14.979	0.5646	0.92977	6.6868	0.97466	1	9	-5.6593	0.96202	0.99965	11	14.135	0.80303	0.91984
octanoyl-CoA[c]	9	-1.4417	0.34564	0.94654	12.176	0.41772	0.78501	12.641	0.46901	0.60792	3	8.1764	0.2795	0.42695	6	9.701	0.79709	0.91984
octanoic acid[c]	20	-8.8038	0.66262	0.99976	14.979	0.5646	0.92977	6.6868	0.97466	1	9	-5.6593	0.96202	0.99965	11	14.135	0.80303	0.91984
nonanoyl-CoA[c]	6	-7.5974	0.7559	0.99976	12.931	0.33163	0.72521	2.8906	0.89243	0.97734	1	-8.2095	0.95012	0.99796	5	6.8379	0.87238	0.97358
nonanoic acid[c]	20	-8.8038	0.66262	0.99976	14.979	0.5646	0.92977	6.6868	0.97466	1	9	-5.6593	0.96202	0.99965	11	14.135	0.80303	0.91984
decanoyl-CoA[c]	6	-7.5974	0.7559	0.99976	12.931	0.33163	0.72521	2.8906	0.89243	0.97734	1	-8.2095	0.95012	0.99796	5	6.8379	0.87238	0.97358
decanoic acid[c]	20	-8.8038	0.66262	0.99976	14.979	0.5646	0.92977	6.6868	0.97466	1	9	-5.6593	0.96202	0.99965	11	14.135	0.80303	0.91984
undecanoyl-CoA[c]	6	-7.5974	0.7559	0.99976	12.931	0.33163	0.72521	2.8906	0.89243	0.97734	1	-8.2095	0.95012	0.99796	5	6.8379	0.87238	0.97358
undecylic acid[c]	20	-8.8038	0.66262	0.99976	14.979	0.5646	0.92977	6.6868	0.97466	1	9	-5.6593	0.96202	0.99965	11	14.135	0.80303	0.91984
lauroyl-CoA[c]	19	1.2511	0.092202	0.73707	9.9057	0.76047	0.9623	26.075	0.075892	0.18411	8	20.382	0.023553	0.14204	11	16.888	0.59103	0.80918
lauric acid[c]	48	-2.4027	0.11429	0.77241	11.521	0.93303	0.9791	22.653	0.85519	0.9694	23	11.532	0.44364	0.60494	25	20.329	0.9431	1
tridecanoyl-CoA[c]	19	1.2511	0.092202	0.73707	9.9057	0.76047	0.9623	26.075	0.075892	0.18411	8	20.382	0.023553	0.14204	11	16.888	0.59103	0.80918
tridecylic acid[c]	31	-4.0168	0.28353	0.92789	12.555	0.79138	0.96414	20.547	0.66104	0.80802	15	8.5582	0.51425	0.66081	16	20.314	0.61885	0.84308
myristoyl-CoA[c]	23	-0.37084	0.16404	0.81038	16.687	0.50519	0.8675	30.412	0.031643	0.1332	9	23.097	0.0087544	0.12041	14	20.462	0.49175	0.79202
myristic acid[c]	33	-4.21	0.27341	0.92789	12.485	0.81075	0.96733	20.077	0.71835	0.84605	16	8.0761	0.53808	0.6821	17	20.137	0.69829	0.90563
(9E)-tetradecenoic acid[c]	29	-2.7572	0.21243	0.81038	9.1587	0.87014	0.96733	19.076	0.68606	0.81341	14	8.8508	0.46374	0.60494	15	17.974	0.77041	0.90563
(9E)-tetradecenoyl-CoA[c]	21	1.9522	0.086684	0.73707	12.273	0.65933	0.96116	29.525	0.032277	0.13358	9	23.097	0.0087544	0.12041	12	19.055	0.46919	0.76478
(7Z)-tetradecenoic acid[c]	29	-2.7572	0.21243	0.81038	9.1587	0.87014	0.96733	19.076	0.68606	0.81341	14	8.8508	0.46374	0.60494	15	17.974	0.77041	0.90563
(7Z)-tetradecenoyl-CoA[c]	21	1.9522	0.086684	0.73707	12.273	0.65933	0.96116	29.525	0.032277	0.13358	9	23.097	0.0087544	0.12041	12	19.055	0.46919	0.76478
5-tetradecenoyl-CoA[c]	21	1.9522	0.086684	0.73707	12.273	0.65933	0.96116	29.525	0.032277	0.13358	9	23.097	0.0087544	0.12041	12	19.055	0.46919	0.76478
